      0.289498936   -0.0577347868    0.0326935468     0.624539015 10000
      -1.49698564    0.0133363557  -0.00560283423    -0.112302341 01000
   0.000263230224    -0.775602682     0.299234933  0.000551247698 00100
   -0.00197422894      1.54559773     -1.89060877  -0.00403181655 00010
      0.360177079      0.36450749   -0.0378052512     0.940446157 00001
      -0.59910034     0.183586345   -0.0998615847     -1.37733449 20000
       3.31248674    -0.971414918     0.560373983       9.7097333 11000
      -1.16247444     0.240808915    -0.254565026     -3.69099465 02000
     0.0134044239      4.18023503    -0.814064388    0.0211560326 10100
    -0.0685376974     -3.31348427     0.690495129    -0.117676679 01100
   -0.00179604322    0.0191047842  -0.00661184272   -0.0124170319 00200
    -0.0697692761     -41.6349175      7.91429818      -0.1118538 10010
      0.374621197      24.9984226     -4.55631845     0.624456244 01010
      0.262637354     -0.13312034    0.0736174354     0.623415677 00110
      -2.46713917      10.1777898     -2.23734975     -4.12847994 10001
        6.1375904     -50.2750794      10.5993783       15.676944 01001
      0.717233423       5.1272302    -0.951539543      1.20685442 00101
      -1.27478808     0.896616202    -0.328896888     -2.91559049 00020
      -1.12795852     -57.7074922      11.0341912    -0.422778568 00011
      -55.0253428      56.5218838     -16.3338782     -106.174299 00002
       5.21129523    -0.572638553     0.588759809      9.75931828 30000
      -48.9306839      5.03189674      -5.5647077     -99.8878617 21000
       137.073283     -12.6263778      15.5198883      310.429223 12000
      -114.097929      9.91590211     -12.3831209     -243.679364 03000
    -0.0784631626     -13.8620592      2.70718508    -0.154105727 20100
      0.630113025      71.0885415     -13.3598757      1.37517605 11100
     -0.824183055     -40.7302322      6.58833889     -2.34120151 02100
      0.905538762    -0.463902614     0.193329383      2.43941027 10200
      -4.54576959      1.20978953    -0.656235774     -12.2785417 01200
    -0.0309007674     -3.47722548      0.65989495   -0.0508534244 00300
       1.16802181      175.913707     -34.3023812      2.18830234 20010
      -7.12569102     -1021.46843      194.614573     -14.9848239 11010
       6.96602316      1118.66869     -210.623393      19.1211342 02010
      -18.2389876       5.4960505     -3.10896288     -48.2740487 10110
       89.3172412     -20.0148321      12.5031222      239.814976 01110
     0.0859436208      88.6277595     -16.8896618     0.176167384 00210
       15.4537388     -166.016145      34.1869743      24.0083579 20001
      -100.166333      1111.81519     -227.711873     -178.573443 11001
       150.146881     -1615.64091      327.010798      325.870481 02001
      -45.1808646     -6.06200488      -2.6937511     -82.3463237 10101
       172.638431     -23.1310402      20.4525795      320.802576 01101
      -1.58957024      4.39196258    -0.923319413     -3.71135912 00201
       97.6618055     -18.5416525      13.9401877      252.656988 10020
      -483.168136      89.6264212       -63.96601     -1272.96212 01020
       -2.0087581     -887.759938      169.825795     -3.94017702 00120
        84.628691      247.098546       -42.91087      139.884222 10011
      -194.976749      -679.43766      114.726332     -249.374084 01011
       5.20211368     -1.66101847    -0.904006017      10.7786921 00111
       369.502178     -53.7950621        41.42334      562.311005 10002
        -829.6369      313.055191     -133.508414     -1496.77993 01002
       -142.66234      1359.12913     -278.901793     -214.048288 00102
       8.92643482      3098.77129     -595.000824      16.0756061 00030
      -32.9678393     -1990.02192      388.228798     -12.2925688 00021
      -96.4505597      405.299161     -90.6798535     -130.755204 00012
       5.92724159     -307.950551       60.779219      9.00716411 00003
      -31.7419776      -1.8223428     -2.38436995     -52.7143966 40000
       378.646259      22.8062498      28.6714185       649.21559 31000
      -1485.60658      -97.872212     -112.228807     -2619.92883 22000
       1938.85564      162.906873      137.881393      3331.51096 13000
      -84.9316411     -95.0818055      22.4575396      655.440811 04000
      -2.01608713     -27.3095831      5.14997761     -3.08509992 30100
       19.9292172      459.540544     -89.1720672      30.3028714 21100
      -63.1895321     -2341.18975      456.473698     -97.1005379 12100
       65.9479698      3390.33112     -650.382904       110.78678 03100
      -12.6500406      1.80147895     -1.43934747     -21.4658537 20200
       96.4084136    -0.352419064       8.1728595      167.136844 11200
      -149.544589     -21.1406489     -8.69636928      -267.75392 02200
      0.675793173      4.84619694    -0.896916751     0.892165058 10300
      -2.62745503      20.0448549     -4.26034798     -3.32883757 01300
     -0.526796227    -0.210358637  -0.00778210422    -0.810432499 00400
      -2.32940094     -337.055123      67.0104574     -3.79991409 30010
       20.9162161       2018.2937     -390.955957      36.0310329 21010
      -40.9847436      914.028036     -215.649615     -57.0943394 12010
      -11.9735571      -11240.668      2164.97679     -130.412575 03010
       81.4341667     -34.7703862      14.3587078      143.590191 20110
      -500.228843      162.328672     -74.2526491     -921.914529 11110
       170.162523     -162.879367      47.2111726      487.303236 02110
      -4.38932124     -152.203153      29.6476948     -7.13027984 10210
       12.5359963     -153.738043       33.680536        20.99454 01210
       9.18956221     -8.29879062      2.57905545      16.3444693 00310
      -33.6785481      331.803642     -68.4119442      -42.617955 30001
       281.682035     -2836.67394      582.153374       404.31618 21001
      -432.360446      5128.66289     -1038.29419     -712.096226 12001
       -332.57661      3750.31574     -761.913142     -541.808952 03001
       64.9290217      -51.759098      16.0451177       107.39537 20101
      -317.347967      411.919007     -109.644248     -494.488301 11101
      -184.485271     -85.5132229      1.55888608     -197.281847 02101
      -31.1633341      242.245281     -49.2536943     -42.2641688 10201
       240.466047     -1026.41058      220.471151      367.882435 01201
       25.5488883      33.1590589     -4.01448588      48.4841843 00301
      -270.730881     -80.9557124     -11.1691979     -444.934563 20020
