       1457.79531      420.023843      46.1510465      2439.01531 11020
       738.297135     -123.952208      88.5817242      1189.36323 02020
      -2.37865306      937.649295     -189.561364      6.71745063 10120
       17.2811477        1853.488     -366.843495     -17.9800725 01120
       -55.858953       82.213854      -22.178736     -118.999117 00220
       30.5803598     -324.573147       65.968176     -65.7853806 20011
       153.000678     -84.5571768      30.5073665      310.341931 11011
       86.2886876     -71.7741155      21.9520687      179.639583 02011
      -296.131441     -549.902951      71.3793131     -513.595285 10111
       120.039021      413.073056     -74.2814713       191.64729 01111
      -348.780546     -488.118194      63.2309264     -606.365102 00211
       273.487016      482.062653     -61.2177687      785.940795 20002
       82.6635605      235.107482     -36.1483333      221.468676 11002
         13.90701      84.4327033     -14.5293182      47.3627506 02002
       329.494104      441.518917     -49.1621409      459.710683 10102
       69.6070925      156.613795     -22.5220733      98.7764519 01102
       105.301269     -223.570589      50.7936009      125.104337 00202
      -34.6564503      -4171.0567      840.043957     -80.5263583 10030
       1.31235959      778.647053     -146.761381     -6.22820869 01030
       47.7861482     -340.853458      75.5294524      216.334449 00130
      -36.2694471     -455.191904      84.0312567     -45.7217151 10021
       21.7879096     -34.5658404      8.23320204      38.0662585 01021
      -87.3721433     -132.022236      17.6518293     -158.180189 00121
       38.6295124      63.5260926     -8.04791394      57.5182392 10012
       7.25212925     -4.34779115      1.69432659      11.2218597 01012
       3.30326907     -19.1278637       3.8368058     0.721692023 00112
      0.406775367      78.5307095     -15.2402996     0.965478427 10003
      0.584831656      20.0953791     -3.84370985      1.04257065 01003
      -2.06878487      2.60731177    -0.703275911      -3.5794569 00103
     -0.473598165     -131.349015      27.8305628      58.9642333 00040
      -19.1631969     -34.8870813      5.02724968     -34.7227214 00031
       1.58639171     -1.96396562     0.492427426       1.5028686 00022
      0.165513167     0.833660198     -0.14768884     0.391775436 00013
    -0.0367512028     0.111698271   -0.0243041186   -0.0427329905 00004
        55.278658       7.1040412      3.33267453      88.0584348 50000
      -679.894446     -91.4241353     -41.1896223     -1115.19967 41000
       2511.43317      378.553742      149.473927      4290.54771 32000
      -1835.31084      -444.03284     -86.1068939     -3455.80605 23000
      -2728.58578     -237.649016     -202.843824     -4833.40786 14000
         -1846.87      12.3539639     -168.942339     -3173.23249 05000
       6.74769463      132.518473     -25.3329074      11.1079148 40100
       -64.274271     -1595.11936      307.242817     -108.553868 31100
       176.884511      5874.87958     -1136.11655      311.985273 22100
      -104.510087      -4733.9784      905.670561     -207.880985 13100
      -117.340156     -5626.00228      1081.07787     -233.286839 04100
       32.3676829      7.52393407      1.21802751       51.328088 30200
      -258.540292      -103.63014     -1.54829499     -425.405772 21200
       395.664814       303.24715     -23.8964668      707.317013 12200
       159.283924     -13.8755432      13.4559748      183.389231 03200
     -0.617967433       38.259828     -7.51930781    -0.834677734 20300
      -0.17070152      -326.99416       64.328386      1.61904359 11300
       10.9756608       444.66762     -87.4571112      4.80951325 02300
       5.18578143      3.12925793    -0.181268538       7.9650625 10400
      -14.7462369     -12.5998494      1.27838803     -23.4298288 01400
     0.0389501686      1.23192745    -0.251727155     0.092466651 00500
      -6.66857378       143.67135     -32.1401403     -9.18709467 40010
       11.4302979     -1226.25409      259.839385      6.17541584 31010
       104.391016      2207.61286     -420.927448      209.323507 22010
       34.0503998     -295.410845      57.2438676      66.3390925 13010
       2.65188401     -1083.33343       209.14532      0.17187483 04010
      -57.1290842      40.6324408     -12.6356482     -68.8637054 30110
       391.084049     -101.552686      49.6143207      521.045381 21110
       327.432889     -267.194651      80.5042693      585.897808 12110
       126.923239     -2.19883037      11.9152993      255.722823 03110
      -3.88060177     -54.4102787      8.25370467     -9.26538061 20210
        2.8090786      1017.91301     -193.409987      29.6136444 11210
       126.658149      1383.21762     -257.182079      203.467601 02210
      -91.2656308     -65.7385471         5.05374     -148.963606 10310
       289.326348      515.797592     -77.9392473      480.529607 01310
       6.86617214     -19.0661393       4.4739473      9.96586333 00410
      -15.9301536      244.981739     -51.2696135     -31.8456686 40001
        94.261441     -1276.06477      267.555444      183.904358 31001
      -122.751765      227.214371     -50.8794273     -176.902231 22001
      -95.6742005       366.42154     -78.7596072     -146.104356 13001
      -45.3259421      201.341558     -43.0571775     -70.7118017 04001
       333.042566      334.973984     -37.9412866       617.39806 30101
      -1007.75243     -1649.62229      235.071784      -2163.9225 21101
      -431.248974       -858.0442      130.561336     -920.592211 12101
      -137.680418     -328.612141      52.5329938     -284.540948 03101
       102.236842       481.88925     -88.9175551      157.163603 20201
         -466.504     -2465.68613      451.172548     -694.038508 11201
      -225.857747     -922.832799      165.235598     -337.207696 02201
      -94.3298109     -77.0998528      7.49440726     -92.3981364 10301
       293.689784      26.7201336      13.4792673      116.513696 01301
      -22.9436931      48.7920072     -11.7109755      -31.072153 00401
      -238.798523     -10.1859395     -15.4616102      -386.84388 30020
       425.374159     -21.7716172      41.6399112      708.136986 21020
       193.957436     -73.6682911      31.5216649      329.416938 12020
       63.1263528     -26.6634306      10.8419358      108.314829 03020
      -26.6816323     -1035.14877      204.270966     -58.4661112 20120
      -15.5422915      37.5268221     -6.84357301     -28.7134679 11120
       22.8710298      287.931367     -53.5255798       34.867625 02120
       73.4788329     -445.712659      97.2215535      140.436145 10220
       84.8530861      57.0672885     -2.94291932      168.055635 01220
      -37.4437561      56.0007588     -14.3935676     -55.3551394 00320
      -854.583627      511.473411     -164.515277     -1076.22891 30011
      -249.112204     -69.2912473     -5.80490098     -378.905865 21011
      -67.6445148     -68.3647564      8.03378662      -113.71163 12011
      -18.0339292     -31.1825526      4.66582616     -31.6386686 03011
       -65.608587     -128.972837      18.9274792      -182.12922 20111
      -51.9761995      -191.66241      33.7467425      -94.686253 11111
      -19.0170165     -114.556256      21.0730423     -31.7144388 02111
       17.0218027      85.7143713     -14.5644175      75.7139677 10211
       24.7093678     -10.0439084      3.78034967      21.9069127 01211
       86.3359742      1056.78712     -200.560996      102.641327 00311
      -179.960054     -115.159266      6.91368282     -336.334738 30002
      -77.9088812     -13.4218485     -4.02629763     -133.576538 21002
      -26.5806311      1.44737795     -2.52920825     -43.5222249 12002
       -8.8759914      2.00430606     -1.13570302     -14.0906959 03002
      -33.9072092     -386.605167      72.1642564     -64.5268732 20102
      -5.52956759     -63.2450366      11.7816654     -12.8642635 11102
     -0.323428615     -5.93677925      1.11644526      -1.8679303 02102
       9.81638168      95.9106997     -18.3386244       12.820564 10202
      -1.37962341      20.6316822     -4.25750429     -2.47786253 01202
       -25.335153     -20.8666906       1.9045707     -30.1834526 00302
      -43.0240979     -935.748423      183.805707     -78.3716299 20030
      -11.7806028      -81.458338      16.0949409     -20.0412742 11030
       1.49475146      57.4284333     -10.7138774      2.41051285 02030
       30.6027657     -43.8371448      12.2534104      63.5368333 10130
       16.6194726       2.0231978       1.3031296      36.0882699 01130
      -24.4801428      -101.89565      17.6390364      -40.203077 00230
      -9.12675969     -49.8871512      9.07181048     -26.4518911 20021
       -8.0562045     -33.8736401      6.04345622     -15.0569141 11021
      -2.80687756     -20.1791294      3.74064707     -4.85270689 02021
       10.8906132      32.4093711     -5.19173814      28.1052442 10121
       4.48494018      3.38587966    -0.280068139       6.4086917 01121
       20.2405154      210.289277     -39.4827769      26.0620576 00221
      -6.25046172     -41.5860665       7.4092653     -10.8701384 20012
      -1.25911411     -10.8667691      1.97006497     -2.41899508 11012
     -0.241786992     -2.78712922     0.512011113     -0.52269511 02012
      -1.33118379      8.92849468     -1.88890623     -1.80269904 10112
     -0.822052581      1.95114404    -0.458933935     -1.19529066 01112
      -2.56955676      7.14029617     -1.68058591      -2.5831104 00212
      -1.10507277     -1.36167944     0.172387718     -1.97803425 20003
     -0.206265629     0.352141272   -0.0856200036    -0.389848385 11003
    -0.0345688468     0.134119146   -0.0286932529   -0.0717846616 02003
     -0.138284009    -0.984731943     0.182293315    -0.333109552 10103
    -0.0229181342    -0.351930472    0.0669475178    -0.045019114 01103
  -0.000508496186     -1.27545244     0.256966067   -0.0140038204 00203
       6.39274012      2.90125687     0.153326445       13.541926 10040
       2.48744816      1.17492571    0.0297549512      5.89734265 01040
      -7.39229835     -26.7225387      4.39398076     -12.3664604 00140
       2.97297347      7.09309829     -1.09356161      6.57604811 10031
      0.867620683      1.04031712    -0.126291132      1.39518127 01031
       3.42588634      38.7061507     -7.26291548       4.5523816 00131
     -0.342097182      0.89394249    -0.207345916    -0.496124559 10022
     -0.163780599     0.190830492   -0.0522892334    -0.261166796 01022
     -0.318129256      1.61552292     -0.35356499    -0.299099842 00122
     -0.108931554     -0.20573072    0.0308965848    -0.206597239 10013
    -0.0288168051   -0.0503815167   0.00732856504   -0.0511986201 01013
    0.00751041135    -0.514177168     0.101468281     0.010719768 00113
    -0.0178127144   -0.0221928575    0.0025940371   -0.0351922454 10004
    -0.0152623674  -0.00332622157 -0.000716864354   -0.0276881214 01004
  -0.000570360824    0.0315291765  -0.00621870731 -0.000731002548 00104
       -1.5793667      -3.7695323      0.52302992     -2.66239779 00050
      0.509618161      6.39490056     -1.20091918      0.69588772 00041
    -0.0535009539      0.32616589   -0.0699081362   -0.0557771229 00032
   0.000889714359    -0.102368848    0.0200847841  0.000871037826 00023
   -0.00106663262  0.000668948935 -0.000254631196   -0.0016328542 00014
   3.53303092e-05  -0.00464950165   0.00091176201  3.27802807e-05 00005
 ---------------------------------------------
